,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
632,AK9648,UNUK RIVER,56.06667,-131.10001,-304.4952,"Apr 01, 1953","Aug 31, 1956",AKCLIMATE,
633,AK0534,UTQIAĠVIK FORMERLY BARROW 4 ENE,71.3213,-156.61099,4.572,"Aug 01, 2002","Dec 25, 2022",AKCLIMATE,
634,AK9687,VALDEZ,61.1312,-146.3822,18.8976,"Oct 01, 2012",,AKCLIMATE,TRACKS_STATION=VCOA2|AK_COOP
635,AK9690,VALDEZ 18E,61.11194,-145.78917,179.832,"Sep 01, 2001","Apr 30, 2009",AKCLIMATE,
636,AK9685,VALDEZ MUNICIPAL AP,61.1315,-146.2435,18.288,"Feb 01, 2002","Mar 06, 2013",AKCLIMATE,
637,AK9686,VALDEZ WSO,61.1303,-146.3517,28.956,"May 01, 1917","Nov 13, 2015",AKCLIMATE,
638,AK9694,VENETIE,67.0,-146.56667,188.976,"Aug 01, 1962","Sep 30, 1966",AKCLIMATE,
639,AK9699,VENTA,59.83333,-150.96667,46.0248,"Sep 01, 1958","Apr 30, 1967",AKCLIMATE,
640,AK9702,VIEW COVE,55.06667,-133.06667,3.048,"Apr 01, 1932","Jun 30, 1946",AKCLIMATE,
641,AK9729,WAINWRIGHT,70.63778,-160.01443,9.144,"Sep 01, 1935","Jan 31, 1969",AKCLIMATE,
642,AK9739,WALES,65.62389,-168.09917,7.62,"Oct 01, 1925","Aug 31, 1995",AKCLIMATE,
643,AK9747,WALLY NOERENBERG HATCHERY,60.7986,-148.0872,10.668,"Jul 01, 2002","Dec 31, 2022",AKCLIMATE,
644,AK9763,WASILLA 2,61.58333,-149.45,106.9848,"Jul 01, 1964","Jun 30, 1968",AKCLIMATE,
645,AK9765,WASILLA 2 NE,61.61667,-149.39999,152.4,"Jul 01, 1968","May 31, 1984",AKCLIMATE,
646,AK9759,WASILLA 3 S,61.53333,-149.43333,15.24,"Oct 01, 1944","Jun 30, 1999",AKCLIMATE,
647,AK9769,WEST FORK,65.46667,-148.66667,131.064,"Aug 01, 1967","Oct 31, 1973",AKCLIMATE,
648,AK9782,WHALE ISLAND,57.96667,-152.76666,-304.4952,"Sep 01, 1923","Feb 28, 1939",AKCLIMATE,
649,AK9798,WHITE MOUNTAIN,64.68333,-163.39999,6.096,"Jan 01, 1922","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=WMO|AK_COOP
650,AK9790,WHITES CROSSING,61.7066,-149.9977,82.296,"Jan 01, 1971","Oct 31, 2009",AKCLIMATE,
651,AK9793,WHITESTONE FARMS,64.1539,-145.8894,303.276,"Dec 01, 1996",,AKCLIMATE,TRACKS_STATION=WITA2|AK_COOP
652,AK9829,WHITTIER,60.77639,-148.68584,18.288,"Mar 01, 1942","Jun 30, 2011",AKCLIMATE,
653,AK9858,WILD LAKE,67.48333,-151.60001,366.0648,"Jan 01, 1955","Sep 19, 1960",AKCLIMATE,
654,AK9859,WILD LAKE 2,67.55,-151.55,363.0168,"Dec 01, 1963","Feb 29, 1976",AKCLIMATE,
655,AK9860,WILLOW 4SW,61.70639,-150.11389,64.9224,"Jun 01, 2004","May 05, 2006",AKCLIMATE,
656,AK9862,WILLOW CREEK,61.76667,-150.06667,48.768,"Mar 01, 2002","Jul 07, 2013",AKCLIMATE,
657,AK9864,WILLOW HIGHWAY CAMP,61.76667,-150.05,70.104,"Feb 01, 1977","Oct 31, 1989",AKCLIMATE,
658,AK9865,WILLOW LAKE,61.78333,-145.18333,427.0248,"Apr 01, 1970","Apr 30, 1978",AKCLIMATE,
659,AK9861,WILLOW TRADING POST,61.75,-150.05,182.88,"Dec 01, 1989","Sep 25, 2011",AKCLIMATE,
660,AK9873,WINDHAM,57.6,-133.35001,3.048,"Jul 01, 1952","Apr 30, 1956",AKCLIMATE,
661,AK9869,WISEMAN,67.40822,-150.10957,359.9688,"Nov 01, 1918",,AKCLIMATE,TRACKS_STATION=WSMA2|AK_COOP
662,AK9883,WONDER LAKE,63.49028,-150.86972,640.08,"Jan 01, 1925","Sep 20, 2017",AKCLIMATE,
663,AK9902,WOODY ISLAND,57.8,-152.39999,31.0896,"Jan 01, 1900","Dec 31, 1907",AKCLIMATE,
664,AK9911,WORTMAN'S,61.11667,-145.81667,182.88,"Jun 01, 1906","Oct 30, 1981",AKCLIMATE,
665,AK9915,WOSNESSENSKI,55.2167,-161.35001,7.62,"Dec 01, 1939","Sep 09, 1941",AKCLIMATE,
666,AK9919,WRANGELL AP,56.4732,-132.38741,17.0688,"Nov 01, 1917","Sep 29, 2023",AKCLIMATE,TRACKS_STATION=WRG|AK_COOP
667,AK9930,YAKATAGA AIRPORT,60.08333,-142.5,8.2296,"Mar 01, 1943","May 31, 1983",AKCLIMATE,
668,AK9941,YAKUTAT AIRPORT,59.51211,-139.67104,12.4968,"Apr 01, 1917","Sep 30, 2023",AKCLIMATE,TRACKS_STATION=YAK|AK_COOP
669,AK5359,YENTNA RIVER LAKE CREEK,61.90028,-150.91806,45.72,"Aug 01, 1923","Sep 30, 1924",AKCLIMATE,
